31170	ID:13	bCast#: 1
31189	ID:8	1,0
31189	ID:12	1,0
31189	ID:14	1,0
31189	ID:18	1,0
31195	ID:6	1,0
31195	ID:21	1,0
31195	ID:11	1,0
31195	ID:17	1,0
31195	ID:7	1,0
31195	ID:16	1,0
31208	ID:9	1,0
31208	ID:10	1,0
31208	ID:15	1,0
31208	ID:19	1,0
31215	ID:4	1,0
31215	ID:3	1,0
31215	ID:5	1,0
31228	ID:20	1,0
31231	ID:23	1,0
31231	ID:22	1,0
31235	ID:1	1,0
31235	ID:2	1,0
31243	ID:24	1,0
31254	ID:25	1,0
61169	ID:13	bCast#: 2
61188	ID:12	2,0
61188	ID:18	2,0
61188	ID:14	2,0
61188	ID:8	2,0
61188	ID:7	2,0
61188	ID:19	2,0
61193	ID:16	2,0
61193	ID:11	2,0
61193	ID:6	2,0
61193	ID:17	2,0
61199	ID:1	2,0
61200	ID:2	2,0
61201	ID:22	2,0
61201	ID:24	2,0
61210	ID:20	2,0
61211	ID:25	2,0
61213	ID:4	2,0
61214	ID:9	2,0
61220	ID:3	2,0
61221	ID:23	2,0
61240	ID:10	2,0
61245	ID:5	2,0
61246	ID:21	2,0
61249	ID:15	2,0
91169	ID:13	bCast#: 3
91180	ID:8	3,0
91180	ID:18	3,0
91180	ID:19	3,0
91180	ID:7	3,0
91180	ID:12	3,0
91185	ID:1	3,0
91187	ID:3	3,0
91195	ID:11	3,0
91203	ID:2	3,0
91203	ID:4	3,0
91210	ID:24	3,0
91210	ID:15	3,0
91211	ID:20	3,0
91211	ID:14	3,0
91214	ID:5	3,0
91214	ID:9	3,0
91217	ID:6	3,0
91220	ID:10	3,0
91221	ID:16	3,0
91221	ID:23	3,0
91222	ID:17	3,0
91226	ID:21	3,0
91237	ID:25	3,0
121169	ID:13	bCast#: 4
121203	ID:12	4,0
121203	ID:19	4,0
121204	ID:14	4,0
121204	ID:17	4,0
121230	ID:16	4,0
121230	ID:23	4,0
121230	ID:22	4,1
121231	ID:21	4,0
121234	ID:11	4,0
121234	ID:7	4,0
121242	ID:18	4,0
121242	ID:25	4,0
121242	ID:24	4,0
121242	ID:15	4,0
121252	ID:6	4,0
121254	ID:9	4,0
121259	ID:4	4,0
121259	ID:8	4,0
121260	ID:2	4,0
121260	ID:3	4,0
121269	ID:5	4,0
121277	ID:10	4,0
121287	ID:20	4,0
121290	ID:1	4,0
151169	ID:13	bCast#: 5
151211	ID:12	5,0
151211	ID:8	5,0
151211	ID:18	5,0
151212	ID:3	5,0
151218	ID:4	5,0
151218	ID:2	5,0
151218	ID:7	5,0
151218	ID:9	5,0
151226	ID:11	5,0
151226	ID:16	5,0
151226	ID:17	5,0
151236	ID:6	5,0
151239	ID:10	5,0
151246	ID:5	5,0
151247	ID:24	5,0
151247	ID:19	5,0
151248	ID:14	5,0
151248	ID:23	5,0
151251	ID:1	5,0
151253	ID:20	5,0
151254	ID:21	5,0
151282	ID:15	5,0
151292	ID:25	5,0
181169	ID:13	bCast#: 6
181180	ID:18	6,0
181180	ID:8	6,0
181180	ID:19	6,0
181204	ID:3	6,0
181204	ID:7	6,0
181205	ID:9	6,0
181205	ID:4	6,0
181205	ID:12	6,0
181210	ID:11	6,0
181210	ID:14	6,0
181211	ID:15	6,0
181211	ID:23	6,0
181211	ID:17	6,0
181211	ID:16	6,0
181211	ID:20	6,0
181211	ID:24	6,0
181211	ID:10	6,0
181219	ID:5	6,0
181222	ID:21	6,0
181229	ID:2	6,0
181229	ID:6	6,0
181245	ID:25	6,0
181257	ID:1	6,0
181261	ID:22	6,2
211169	ID:13	bCast#: 7
211188	ID:18	7,0
211188	ID:12	7,0
211188	ID:8	7,0
211193	ID:11	7,0
211193	ID:17	7,0
211194	ID:7	7,0
211199	ID:22	7,2
211204	ID:3	7,0
211218	ID:2	7,0
211219	ID:4	7,0
211219	ID:9	7,0
211221	ID:16	7,0
211224	ID:23	7,0
211232	ID:21	7,0
211254	ID:5	7,0
211257	ID:24	7,0
211257	ID:19	7,0
211259	ID:1	7,0
211259	ID:6	7,0
211261	ID:10	7,0
211268	ID:20	7,0
211268	ID:25	7,0
211271	ID:14	7,0
211271	ID:15	7,0
241169	ID:13	bCast#: 8
241203	ID:12	8,0
241203	ID:8	8,0
241203	ID:18	8,0
241203	ID:14	8,0
241203	ID:19	8,0
241204	ID:9	8,0
241222	ID:15	8,0
241223	ID:20	8,0
241223	ID:4	8,0
241223	ID:10	8,0
241224	ID:17	8,0
241224	ID:23	8,0
241224	ID:22	8,2
241224	ID:5	8,0
241224	ID:24	8,0
241236	ID:7	8,0
241236	ID:3	8,0
241245	ID:2	8,0
241245	ID:25	8,0
241250	ID:11	8,0
241251	ID:1	8,0
241254	ID:21	8,0
241254	ID:16	8,0
241255	ID:6	8,0
271169	ID:13	bCast#: 9
271219	ID:12	9,0
271219	ID:18	9,0
271219	ID:8	9,0
271220	ID:16	9,0
271253	ID:17	9,0
271255	ID:23	9,0
271256	ID:19	9,0
271257	ID:11	9,0
271257	ID:7	9,0
271261	ID:25	9,0
271261	ID:14	9,0
271261	ID:20	9,0
271267	ID:3	9,0
271267	ID:2	9,0
271267	ID:9	9,0
271268	ID:15	9,0
271273	ID:1	9,0
271273	ID:4	9,0
271277	ID:22	9,2
271286	ID:10	9,0
271292	ID:5	9,0
271299	ID:6	9,0
301170	ID:13	bCast#: 10
301196	ID:18	10,0
301196	ID:8	10,0
301196	ID:12	10,0
301202	ID:17	10,0
301202	ID:7	10,0
301202	ID:6	10,0
301207	ID:23	10,0
301208	ID:16	10,0
301208	ID:3	10,0
301209	ID:11	10,0
301219	ID:4	10,0
301222	ID:21	10,1
301226	ID:19	10,0
301228	ID:22	10,2
301234	ID:24	10,1
301250	ID:1	10,0
301254	ID:5	10,0
301254	ID:9	10,0
301258	ID:20	10,0
301286	ID:10	10,0
301286	ID:15	10,0
301297	ID:14	10,0
301300	ID:25	10,0
331170	ID:13	bCast#: 11
331188	ID:14	11,0
331188	ID:8	11,0
331188	ID:12	11,0
331188	ID:18	11,0
331188	ID:17	11,0
331193	ID:23	11,0
331194	ID:19	11,0
331194	ID:22	11,2
331195	ID:20	11,0
331211	ID:6	11,0
331211	ID:7	11,0
331221	ID:9	11,0
331221	ID:25	11,0
331222	ID:10	11,0
331222	ID:15	11,0
331228	ID:5	11,0
331228	ID:4	11,0
331232	ID:24	11,1
331252	ID:11	11,0
331252	ID:2	11,1
331270	ID:3	11,0
331299	ID:16	11,0
331339	ID:21	11,1
361170	ID:13	bCast#: 12
361211	ID:8	12,0
361211	ID:12	12,0
361212	ID:14	12,0
361212	ID:18	12,0
361212	ID:19	12,0
361212	ID:9	12,0
361217	ID:15	12,0
361223	ID:20	12,0
361234	ID:24	12,1
361234	ID:23	12,0
361242	ID:11	12,0
361242	ID:7	12,0
361248	ID:22	12,2
361253	ID:25	12,0
361254	ID:4	12,0
361255	ID:10	12,0
361260	ID:3	12,0
361279	ID:17	12,0
361283	ID:16	12,0
361283	ID:6	12,0
361290	ID:5	12,0
361297	ID:2	12,1
361300	ID:21	12,1
361321	ID:1	12,1
391170	ID:13	bCast#: 13
391196	ID:12	13,0
391196	ID:14	13,0
391196	ID:18	13,0
391203	ID:7	13,0
391203	ID:11	13,0
391203	ID:8	13,0
391203	ID:16	13,0
391203	ID:17	13,0
391208	ID:6	13,0
391209	ID:1	13,1
391209	ID:2	13,1
391215	ID:9	13,0
391215	ID:10	13,0
391215	ID:20	13,0
391219	ID:3	13,0
391221	ID:25	13,0
391222	ID:19	13,0
391232	ID:23	13,0
391237	ID:21	13,1
391239	ID:5	13,0
391251	ID:15	13,0
391256	ID:24	13,1
391261	ID:4	13,0
391273	ID:22	13,2
421170	ID:13	bCast#: 14
421219	ID:18	14,0
